id,slug,type,is_a_coach,is_coach_of_the_month,is_featured,is_active,focus_tags,style_tags,coach_card_short_description,coach_short_bio,coach_long_bio,forum_thread_id,brand,coach_bands,coach_endorsements,coach_facebook,coach_instagram,coach_twitter,coach_tiktok,coach_youtube
31918,jason-bittner,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Feet","Metal, Pop/Rock",Metal Drumming,Jason Bittner is the drummer for metal band Overkill and is the former drummer for Shadows Fall​ and Flotsam & Jetsam.,"Jason Bittner is the drummer for metal band Overkill and is the former drummer for Shadows Fall​ and Flotsam & Jetsam. He has won numerous awards including ​Modern Drummer ​​Magazine​’s #1 Metal Drummer in 2005 and 2006, #1 Up and Coming Drummer in 2004 and 2005, and #2 Clinician for ​DRUM!​ magazine in 2011. The spotlight shifted to Jason immediately after joining Shadows Fall, starting with the band’s 2002 release, The Art of Balance,​ which served as their breakthrough album. After stunning everyone with his performance with the band, he began hosting jaw-dropping clinics where he further boosted his status in the drumming community. Jason has been the drummer of Overkill since 2017.",,drumeo,"Shadows Fall, Overkill, Flotsam & Jetsam","Pearl Drums, Zildjian Cymbals,  ProMark Drumsticks, Remo Drumheads",https://www.facebook.com/therealjasonbittner,https://www.instagram.com/jasonbittner/?hl=en,https://twitter.com/jbittnerdrums?lang=en,,https://www.youtube.com/user/jasonbittner
31881,jason-kliewer,instructor,TRUE,FALSE,FALSE,FALSE,Theory,Pop/Rock,The Gear Guru,"Jason Kliewer is known for his attention to detail, building custom drums for his company, Casey Drums.","Jason Kliewer is known for his attention to detail while building custom drums for his company, Casey Drums. At 11 years of age, Jason was Jared Falk’s first-ever drum student. He developed a passion for the drums, and rapidly progressed to the point of teaching and gigging locally after a couple of years. This drove him to start building drums in his spare time, which ultimately led to kickstarting his own company where he's surrounded by drums every day!",,drumeo,,Casey Drums,https://www.facebook.com/jasonkliewer,,https://twitter.com/CaseyDrumsCo,,
196848,jason-mcgerr,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills",Pop/Rock,Alternative Rock Drumming,"Jason McGerr is the drummer for Death Cab for Cutie. He joined the band in 2003, just in time to take part in the recording and creation of the gold-certified album ""Transatlanticism"".","Jason McGerr is the drummer for Death Cab for Cutie. He joined the band in 2003, just in time to take part in the recording and creation of the gold-certified album ""Transatlanticism"". Their mainstream success propelled Jason's career to all sorts of different and cool heights. Since then, Jason has collaborated on many projects with artists such as Tegan and Sara, Matt Nathanson, and Chris Walla. He's performed at the Modern Drummer Festival and PASIC, and in 2007 he opened his own studio, Two Sticks Audio in Seattle. Jason's outreach goes beyond producing and drumming, having found in the Seattle Drum School a way to pass on his knowledge to a future generation of musicians.",,drumeo,Death Cab for Cutie,"Gretsch Drums, Paiste Cymbals, Vic Firth Drumsticks, Remo Drumheads ",,https://www.instagram.com/jasonmcgerr/?hl=en,,,
31977,jason-sutter,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills, Rudiments",Pop/Rock,Compound Rudiments,"Jason Sutter is an American drummer and musician with a resume that includes working with Cher, Marilyn Manson, and much more.","Jason Sutter is an American drummer and musician with an impressive resume! He's recorded, performed, and/or toured with artists such as Cher, Marilyn Manson, Smashmouth, Pink, The Rembrandts, Our Lady Peace, Soundgarden/Audioslave frontman Chris Cornell, The Campfire Girls, Joe Walsh, Butch Walker, Kenny ""Babyface"" Edmonds, Dean and Robert DeLeo (Stone Temple Pilots) and many others. Jason has also made numerous television appearances including The Tonight Show with Jay Leno, Late Night with Conan O'Brien, and The Late Show with David Letterman.",,drumeo,"Cher, Marilyn Manson, Smash Mouth, New York Dolls, Chris Cornell, Foreigner","Ludwig Drums, Paiste Cymbals, Regal Tip Drumsticks, Remo Drumheads",https://www.facebook.com/jasonsutterdrums/,https://www.instagram.com/jasonsutter/?hl=en,https://twitter.com/jason_sutter,,https://www.youtube.com/user/handsofdoom
31891,jay-deachman,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills","Pop/Rock, Country",How To Learn Songs,"The epitome of a working drummer, Jay has garnered a wealth of knowledge over the last 25+ years as a studio and live performer for bands like Theory Of A Deadman, Default and Loverboy, and as a private instructor.","The epitome of a working drummer, Jay has garnered a wealth of knowledge over more than two decades as a studio and live performer for bands like Theory Of A Deadman, Default, Copyright, and Loverboy, and as a private instructor. He’s a Drummers Collective graduate and has studied under master drummers like Jim Chapin, Dom Famularo, and Matt Chamberlain. So whether he’s teaching hand technique, live and studio drumming, or all the different styles he knows how to play, you’ll be sucked into his world - a world filled with knowledge, experience, excellence, and fun.",,drumeo,,Yamaha Drums,https://www.facebook.com/JayDeachman/,https://www.instagram.com/jaydeachman/,https://twitter.com/jaydeachman,,https://www.youtube.com/user/RJDeachman
190697,jc-bryant,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills","Pop/Rock, Progressive",Progressive Drumming Concepts,J.C. Bryant is most commonly known as the drummer for American progressive rock band Scale The Summit.,J.C. Bryant is most commonly known as the drummer for American progressive rock band Scale The Summit. J.C. joined the band in March 2015 and wrote and recorded the drums on their fifth album titled “V”.,,drumeo,Scale The Summit,"Yamaha Drums, Meinl Cymbals, Vic Firth Drumsticks, ",https://www.facebook.com/Jcbryantdrums,https://www.instagram.com/conrad________/,,,https://www.youtube.com/user/JCBryantDrums
31968,jeff-salem,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills, Theory","Pop/Rock, Funk",Developing Time With Your Hi Hat Foot,Jeff Salem has over 20 years of teaching experience and is well known as an extremely versatile drummer.,"Jeff Salem has over 2 decades of teaching experience and is well known as an extremely versatile drummer. He has performed and recorded with a wide variety of bands such as Fist, Sword, Saints & Sinners, Lee Aaron, Randy Bachman, Robben Ford, Kalan Porter (Canadian Idol Winner), and many more. Jeff has performed educational clinics all over the world and at over 500 schools, and has also played at many music trade shows including the NAMM show.",,drumeo,,"Yamaha Drums, Sabian Cymbals, Vic Firth Drumsticks, Evans Drumheads",https://www.facebook.com/salem.jeff,https://www.instagram.com/salemdrum/,https://twitter.com/salemdrum,,https://www.youtube.com/user/salemdrum
31882,jerry-adolphe,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills","Country, Blues, Funk, Pop/Rock",Build The Right Drum Part,Jerry Adolphe has been sharing a wealth of experience and knowledge with drum students for more than 40 years.,"Jerry Adolphe has been sharing a wealth of experience and knowledge with drum students for more than 40 years. He has performed with The Jim Byrnes Band, Chilliwack, Lisa Brokop, and many others - winning the West Coast Music Association’s award for “Percussionist of the Year” from 1987 to 1990, as well as the “Best Drummer” award from the British Columbia Country Music association.",,drumeo,,,https://www.facebook.com/jerry.adolphe,,,,
198474,jessica-burdeaux,instructor,TRUE,FALSE,FALSE,FALSE,Grooves,Pop/Rock,Creating Your Own Success,"Outside of her successful social media presence, Jessica Burdeaux is an experienced drum instructor and gigging drummer with the band City Mouth.","Jessica Burdeaux took interest in the drums at a very young age. Jessica decided to pursue the drums professionally after graduating from college, and began posting her playing to Instagram and YouTube where she grew a following with her grooves and cover songs. Outside of her successful social media presence and collaborations with guitarist Rob Scallon, Jessica is also an experienced drum instructor and gigging drummer with the band City Mouth.",,drumeo,"City Mouth, Naia Izumi","Ludwig Drums, Zildjian Cymbals,  Remo Drumheads, Vic Firth Drumsticks",https://www.facebook.com/burdeauxj,https://www.instagram.com/jburdsbeats/,https://twitter.com/jburdstweets?lang=en,,https://www.youtube.com/c/JessicaBurdeaux
31900,jim-riley,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills","Country, Pop/Rock",Your Guide To Country,"Jim is the drummer and bandleader for multi-platinum group, Rascal Flatts. He has also played on numerous TV shows, movies, and albums. ","Jim is the drummer and bandleader for multi-platinum group, Rascal Flatts. He has also played on numerous TV shows, movies, and albums. He was voted country drummer of the year by readers of DRUM! magazine, as well as clinician of the year.<br><br>Jim is also a passionate educator and has a private teaching studio called “The Drum Dojo” which he opened in 2007. If you're ever in the Nashville area, do yourself a favor and book a lesson!",,drumeo,Rascal Flatts,"Ludwig Drums, Sabian Cymbals, Innovative Percussion, Remo Drumheads",https://www.facebook.com/jimrileysdrumdojo,https://www.instagram.com/jimrileymusic/,https://twitter.com/jimrileymusic,,https://www.youtube.com/user/maxandpunk
31924,jimmy-rainsford,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills","Electronic, Pop/Rock",Refining Your Groove,Jimmy Rainsford is best known for his creative YouTube covers that span across a variety of genres.,"Jimmy Rainsford is best known for his creative YouTube covers that span across a variety of genres. Jimmy performs with the band ""Picture This"" with bandmate Ryan Hennessy, and the two have released multiple singles.",,drumeo,Picture This,,https://www.facebook.com/jimmyrainsfordofficial,https://www.instagram.com/jimmyrainsford/?hl=en,,,https://www.youtube.com/c/Jimmyrainsfordofficial
31933,joe-crabtree,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills, Recording","Pop/Rock, Funk",The Components of Drumming,"Joe Crabtree is the drummer for Wishbone Ash, one of the British bands that contributed to the development of rock music.","Joe Crabtree is the drummer for Wishbone Ash, one of the British bands that contributed to the development of rock music. When not on the road, he focuses extensively on education through either his website or YouTube. A teacher at the Academy of Contemporary Music in Guildford, England, Joe is able to break down the smallest of intricacies to take your drumming to a new level.",,drumeo,,"Sonor Drums, Zildjian Cymbals, Vic Firth Drumsticks, Evans Drumheads",https://www.facebook.com/joe.crabtree.drums,https://www.instagram.com/joe_crabtree_drums/?hl=en,https://twitter.com/joecrabtree,,https://www.youtube.com/c/pfefftube
31897,john-blackwell,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills","Pop/Rock, Funk",Drumming Discipline & Improvisation,John Blackwell was an extraordinary live and studio musician whose infectious groove and jaw-dropping showmanship techniques helped him seize the drum chair for some of the biggest names in the music industry.,"John Blackwell was an extraordinary live and studio musician whose infectious groove and jaw-dropping showmanship techniques helped him seize the drum chair for some of the biggest names in the music industry: Prince, Justin Timberlake, Cameo, Patti LaBelle, and Hikaru Utada, just to name a few. As an accomplished musician, John found in the world of education another outlet for his love for music and drumming, as seen through his performance at the Modern Drummer Festival and the release of two instructional DVDs.",,drumeo,Prince,"Dixon Drums, Turkish Cymbals, Regal Tip Drumsticks, Remo Drumsticks",https://www.facebook.com/John-Blackwell-Project-112314228813414,https://www.instagram.com/johnblackwelljr_yaritza/,https://twitter.com/johnblackwelljr?lang=en,,https://www.youtube.com/c/BlackwellJohn/videos
31961,john-lamb,instructor,TRUE,FALSE,FALSE,FALSE,Theory,"Pop/Rock, Jazz",The Anatomy Of Drumming,John Lamb is a musician and educator who has been performing professionally around the United States and Asia since he was just fifteen years old.,"John Lamb is a musician and music educator who has been performing professionally around the United States and Asia since he was just fifteen years old. John has a Bachelor of Science in music and a Masters in education, with specialties in training and development. He is also an author, having written a wide variety of books such as ""Anatomy of Drumming: Move Better, Feel Better, Play Better"", ""A Matter of Time: The Science of Rhythm and the Groove"", and ""Start Playing Drums"". In addition, John is a regular contributor to DRUM! magazine.",,drumeo,,Remo Drumheads,https://www.facebook.com/john.lamb84,https://www.instagram.com/anatomyofdrumming/?hl=en,https://twitter.com/drumlessonspdx,,
207124,jojo-mayer,instructor,TRUE,FALSE,FALSE,FALSE,Performance,Electronic,Incredible Drumming Innovation,"Jojo Mayer is one of the most influential drummers of our time, having redefined what the modern drummer is able to do on the kit.","Jojo Mayer is one of the most influential drummers of our time, having redefined what the modern drummer is able to do on the kit - largely with hybrid drumming through his band, Nerve. His incredible technical facility has earned him a legendary status, with the release of his two-part educational series “Secret Weapons for the Modern Drummer”. On top of his work as a musician and instructor, Jojo developed a series of successful products: Sabian's Fierce and Omni line of cymbals, his Vic Firth signature stick, and Sonor's Perfect Balance bass drum pedal. He has also performed at the Modern Drummer Festival and Drumeo Festival and with such diverse musicians and projects as The Intergalactic Maiden Ballet, Harry Pepl Quartet, Meshell n’dege Occello, John Medeski, Screaming Headless Torsos, The Vienna Art Orchestra, and Depart. Jojo also performed at the 2020 Inaugural Drumeo Festival.",,drumeo,Nerve,"Sonor Drums, Sabian Cymbals, Vic Firth Drumsticks, Remo Drumheads",https://www.facebook.com/NerveOfficial,https://www.instagram.com/jojomayernerve/?hl=en,https://twitter.com/jojomayernerve,,https://www.youtube.com/user/JojoMayerNerve
202308,jonathan-moffett,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills","Pop/Rock, Funk",The Grooves Of Michael Jackson,"Jonathan ""Sugarfoot"" Moffett has recorded and/or toured with some of the greatest pop artists of our time, including Elton John, Janet Jackson, The Jacksons, Cameo, Lionel Richie, George Michael, Kenny G, Doug Miller, Peter Cetera, Bill Meyers, and Cirque du Soleil.","Jonathan ""Sugarfoot"" Moffett has recorded and/or toured with some of the greatest pop artists of our time, including Elton John, Janet Jackson, The Jacksons, Cameo, Lionel Richie, George Michael, Kenny G, Doug Miller, Peter Cetera, Bill Meyers, and Cirque du Soleil. He's also appeared on popular television shows like The Tonight Show, Good Morning America, Saturday Night Live, and The Arsenio Hall Show. But among his biggest musical feats, none have come close to his extensive work with the all-time greatest pop artists of the last 100 years: Madonna and Michael Jackson. Jonathan toured extensively with Madonna and recorded drums for several of her albums, including ""True Blue"" and ""Like A Prayer"". As for the king of pop himself, Jonathan was his drummer for the ""Victory Tour"" and ""HIStory World Tour"", and was set to be Michael's drummer for his huge farewell series of concerts, ""This Is It"".",,drumeo,Michael Jackson,"DW Drums, Remo Drumheads",https://www.facebook.com/jmoffettmjm,https://www.instagram.com/jmoffettmjm/?hl=en,https://twitter.com/jsugarfootm?lang=en,https://www.tiktok.com/@jmoffettmjm?lang=en,https://www.youtube.com/c/JonathanSugarfootMoffett
208840,joseph-mintz,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills","Jazz, Funk",Jazz Exercises,Joseph Mintz is an up-and-coming Californian drummer who has been making a name for himself through online platforms like YouTube and Instagram.,"Joseph Mintz is an up-and-coming Californian drummer who has been making a name for himself through online platforms like YouTube and Instagram. Building a following through constant posts. he's established himself as one to watch in the world of jazz and fusion music. This has ultimately lead him to cross paths with some of the biggest drum companies in the industry, like Vic Firth drumsticks, Zildjian cymbals, Remo drumheads, and Dunnet classic drums.",,drumeo,,Paiste Cymbals,,https://www.instagram.com/joseph_mintz/channel/?hl=en,,,https://www.youtube.com/channel/UCrPcl4uXtdgkFQ_lNN9l-NA
189952,josh-dion,instructor,TRUE,FALSE,FALSE,FALSE,Grooves,"Pop/Rock, Funk",The Characteristics Of Feel,"Josh Dion is a multi-instrumentalist who plays drums, keyboard, and sings all at the same time!","Josh Dion is a multi-instrumentalist who plays drums, keyboard, and sings all at the same time! He started to play professionally at the young age of eight, and was invited to play with the UConn Jazz Studies program by the time he was 12. Josh has recorded and/or performed with artists such as Candy Dulfer, Spyro Gyra, Will Lee, Pat Martino, Jeff Kashiwa, Jason Miles, Anthony Jackson, Edgar Winter, Randy Brecker, Bob James, Eric Marienthal, Til Bronner, Jim Beard, and Ivan Lins, among many others.",,drumeo,The Josh Dion Band,"Yamaha Drums, Meinl Cymbals, Vic Firth Drumsticks, Vic Firth Drumsticks, Evans Drumheads",https://www.facebook.com/joshdionis,https://www.instagram.com/joshdion/,https://twitter.com/joshdion,,
31903,josh-trager,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills",Pop/Rock,Iconic Drum Grooves,The Sam Roberts Band has been at the forefront of Canadian rock music since their debut album in 2003 - and Berklee alumni Josh Trager has been with the group since 2005.,"The Sam Roberts Band has been at the forefront of Canadian rock music since their debut album in 2003. Berklee alum Josh Trager has been with the group since 2005, winning multiple Juno Awards including Artist of the Year and Rock Album of the Year.",,drumeo,Sam Roberts Band,"Yamaha Drums,  Evans Drumheads, Sabian Cymbals",https://www.facebook.com/joshtrager,https://www.instagram.com/jtrager24/?hl=en,https://twitter.com/josh_trager,,https://www.youtube.com/user/joshtragerbum
191162,jost-nickel,instructor,TRUE,FALSE,FALSE,FALSE,"Fills, Grooves, Creativity",Funk,Contemporary Funk Drumming,Jost Nickel is one of the new breed of German drummers who are taking contemporary drumming in a whole new direction. ,"Like his friends Benny Greb, Marco Minnemann, and Anika Nilles (one of Jost’s students), Jost Nickel is one of the new breed of German drummers who are taking contemporary drumming in a whole new direction. Jost is currently a part of supergroup Jan Delay & Disko No.1 whose past CDs went straight to #1 on the charts. He has appeared as a clinician and educator at many drum festivals including the Meinl Drum Festival, PASIC, and the Montreal Drum Festival. You can check out his first book, “Jost Nickel’s Groove Book”, which offers insight into his thoughtfully crafted playing and deep pocket.",,drumeo,Independent,"Sonor Drums, Meinl Cymbals & Percussion, Remo Drumheads",https://www.facebook.com/JostNickelOfficial,https://www.instagram.com/jost_nickel/,https://twitter.com/JostNickel,,https://www.youtube.com/c/JostNickel
31984,jp-bouvet,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills",Pop/Rock,Creating Unique Grooves,"Jean-Pierre ""JP"" Bouvet is a drummer, educator, and clinician based in New York City.","Jean-Pierre ""JP"" Bouvet is a drummer, educator, and clinician based in New York City. After studying for two years at Berklee College of Music, JP made a splash when he won both the Guitar Center Drum-Off and the Roland V-Drums Competition. Currently he's part of the band ""Childish Japes"" which he describes as being ""committed to fearless musical exploration and a blurring of genre lines"". ",,drumeo,,"DW Drums, Meinl Cymbals, Vic Firth Drumsticks",https://www.facebook.com/jpbouvetmusic,https://www.instagram.com/jpbouvet/?hl=en,https://twitter.com/jpbouvet,,https://www.youtube.com/user/JPBouvet
230446,juan-mendoza,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills, Rudiments","Latin, Funk",Rudiment Creativity,"Juan studied under drumming legends, and has traveled the world for numerous clinics, performances and recordings.","Juan Carlos Mendoza has decades of experience as a player and a student of the art of percussion. A classically trained musician with a BA and an MA in Music Education from the New Jersey City University, Juan’s lifelong search for greatness has led him to study under the guidance of Pat Petrillo, Nicholas Cerrato, Greg Giannascoli, and Brazilian Master Guilherme Franco.<br><br>In 2002, he won the Drum Corps Association Championship with the Syracuse Brigadiers and the Drum Corps Association Snare Drum Championship. Since then he has traveled the world for numerous clinics, performances and recordings, and won the 2012 Guitar Center Drum Off. He released his first educational book in 2017: Rudiment Creativity Vol. 1.",,drumeo,Independent,"Pearl Drums, Meinl Cymbals, Remo Drumheads, Vic Firth Drumsticks",https://www.facebook.com/juancarlitomendoza,https://www.instagram.com/juancarlitomendoza/,https://twitter.com/Carlito_dozer,https://www.tiktok.com/@juancarlitomendoza1?,https://www.youtube.com/c/JuanCarlosMendoza
191326,julia-geaman,instructor,TRUE,FALSE,FALSE,FALSE,"Feet, Grooves, Fills","Metal, Pop/Rock",Move Around The Drums Easier,"Julia is the drummer for Revenger and Nott, and she is also an active drum instructor at Horizon School of Music.","Taking inspiration from her drumming heroes Nick Menza, Tomas Haake, and David Turncrantz, Julia has condensed her influences and her training into her own musical projects such as Revenger and Nott. She is also an active drum instructor at Horizon School of Music.",,drumeo,"Nott, Revenger",Sabian Cymbals,https://www.facebook.com/julia.geaman,https://www.instagram.com/julia.geaman/,,,https://www.youtube.com/c/JuliaGeaman
224273,keith-carlock,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills","Pop/Rock, Funk, Jazz",The Grooves Of Steely Dan,"Keith Carlock is a professional drummer and author of the critically acclaimed DVD ""The Big Picture: Phrasing, Improvisation, Style, & Technique"".","Keith Carlock is a professional drummer and author of the critically acclaimed DVD ""The Big Picture: Phrasing, Improvisation, Style, & Technique"". Keith has recorded and toured with the who's who of the music industry including John Mayer, Sting, Steely Dan, James Taylor, Toto, Christopher Cross, Donald Fagen, Walter Becker, Diana Ross, Faith Hill, The Blues Brothers Band, Mike Stern, Leni Stern, David Johansen and the Harry Smiths, Richard Bona, Chris Botti, Wayne Krantz, Rudder, Harry Belafonte, Oz Noy, Larry Carlton, Clay Aiken, Rascal Flatts, Grover Washington Jr. and Paula Abdul. Keith has also been voted number 1 Pop drummer, number 1 Fusion drummer, and number 1 Best All-Around drummer through Modern Drummer’s Readers Poll.",,drumeo,"Toto, Wayne Krantz, Steely Dan, James Taylor, Donald Fagen, Walter Becker, Tal Wilkenfeld, John Mayer, Sting","Gretsch Drums, Zildjian Cymbals, Vic Firth Drumsticks, Remo Drumheads",https://www.facebook.com/profile.php?id=100044555712277,https://www.instagram.com/keithcarlockofficial/?hl=en,https://twitter.com/keithcarlock,,
31937,kenny-aronoff,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills","Pop/Rock, Funk, Jazz",The Power Of Versatility,Kenny Aronoff is one of the most in-demand drummers in the world today.,"For five consecutive years, Modern Drummer readers crowned Kenny Aronoff the #1 Pop/Rock Drummer and the #1 Studio Drummer for his unique style combining finesse and power. The celebrated musician has contributed his talents to more than 60 Grammy nominated recordings. Over 300 million records sold worldwide feature his work, 1300 of which are certified gold, platinum or diamond. The list of artists Kenny has collaborated with reads like a celebrity who’s who!",,drumeo,"Smashing Pumpkins, Bob Seger, Willie Nelson, John Fogerty, Michelle Branch, Tony Iommi, Melissa Etheridge","Tama Drums and hardware, Yamaha DTX electronic drums, Vic Firth drumsticks, Remo drum heads, Meinl Percussion, Shure Microphones, Zildjian cymbals",https://www.facebook.com/KennyAronoffOfficial/,https://www.instagram.com/kennyaronoff/?hl=en,https://twitter.com/AronoffOFFICIAL?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,
31930,kenton-wiens,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills, Rudiments, Theory","Jazz, Latin, Pop/Rock",Develop Your Sound,"Kenton Wiens is a Capilano University Jazz Studies graduate with over 15 years of professional experience as an instructor, studio and live drummer.","Kenton Wiens is a Capilano University Jazz Studies graduate with years of professional experience as an instructor, studio and live drummer, performing with artists including Sheree Plett, This Old Mountain, and Melissa Bandura. With an easygoing, humble, and patient personality - along with knowledge of various musical styles and ability to break things down - Kenton offers an encouraging learning experience. ",,drumeo,,,,,,,
31979,luke-holland,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills","Pop/Rock, Metal",Developing Creative Drum Fills,"Luke Holland is best known for the engaging, high quality drum videos he posts to his YouTube channel (LukeHollandDrums), which has grown rapidly since its inception in 2009, garnering over 360,000 subscribers and over 55 million views.","Luke Holland is best known for the engaging, high quality drum videos he posts to his YouTube channel (LukeHollandDrums) which has grown rapidly since its inception in 2009, garnering millions of subscribers. Luke was voted third on Alternative Press’ Drummer of the Year poll, as well as second for Modern Drummer’s 'Best Up And Coming Drummer'. Apart from YouTube, Luke Holland recorded and toured with the metalcore band The Word Alive from 2013 to 2016, worked as a session drummer for I See Stars, and also recorded and toured with Jason Richardson.",,drumeo,"The Word Alive, Independent","DW Drums, Meinl Cymbals, Meinl Drumsticks, Remo Drumsticks",https://www.facebook.com/HollandDrums,https://www.instagram.com/lukehollandd/?hl=en,https://twitter.com/lukeholland?lang=en,https://www.tiktok.com/@lukehollandd,https://www.youtube.com/user/LukeHollandDrums
220735,marco-minneman,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills","Pop/Rock, Metal",Groove With Odd Subdivisions,"Marco Minnemann is an established musician known around the world as a brilliant drummer, composer, and guitarist.","Marco Minnemann is an established musician known around the world as a brilliant drummer, composer, and guitarist. He came to prominence due to his incredible facility on the drums and extreme level of independence. This led him to putting out two educational books and various DVDs, and performing at some of the best drum festivals in the world like PASIC, Modern Drummer Festival, Montreal Drumfest, and The Ultimate Drummers Weekend. Marco is a highly creative and engaged musician, having released over 15 solo albums and worked with artists such as Paul Gilbert, Joe Satriani, Eddie Jobson, Steven Wilson, Trey Gunn, Kreator, Necrophagist, Adrian Belew, Nena, Udo Lindenberg, Mike Keneally, Andy Partridge, FFW, Gianna Nannini, The Buddy Rich Big Band, Jordan Rudess, and Tony Levin.",,drumeo,Independent,"DW Drums, Zildjian Cymbals, ProMark Drumsticks, Evans Drumheads",https://www.facebook.com/marco.minnemann.77,https://www.instagram.com/marcominnemann/?hl=en,https://twitter.com/mrkempinski?lang=en,,https://www.youtube.com/user/OfficialMinnemann
195923,mark-guiliana,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills","Jazz, Pop/Rock",Building Rhythmic Confidence,"Mark Guiliana is a drummer, composer, and educator who has become recognized as one of the world’s leading jazz drummers.","Mark Guiliana is a drummer, composer, and educator who has become recognized as one of the world’s leading jazz drummers. He was voted Best Jazz Drummer in the Modern Drummer Readers Poll. In addition to his own projects – the Mark Guiliana Jazz Quartet and electronica-minded Beat Music – Mark has recorded and/or performed with artists such as David Bowie, Donny McCaslin, John Scofield, Matt Cameron, Meshell Ndegeocello, Lionel Loueke, and Gretchen Parlato, among many others.",,drumeo,"Beat Music, Avishai Cohen, Brad Mehldau, David Bowie, Meshell Ndegeocello, Gretchen Parlato, Jason Lindner","Gretsch Drums, Zildjian Cymbals, Vic Firth Drumsticks, Remo Drumheads",https://www.facebook.com/mark.guiliana,https://www.instagram.com/markguiliana/?hl=en,https://twitter.com/markguiliana?lang=en,,https://www.youtube.com/c/markguiliana
31922,mark-kelso,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Independence","Latin, Jazz",Your Guide To Latin,"Mark’s ability to play a wide variety of musical styles has scored him gigs with artists such as Michael Buble, Shania Twain, Gino Vanelli, and Pete Townshend.","Mark’s ability to play a wide variety of musical styles has scored him gigs with artists such as Michael Buble, Shania Twain, Gino Vanelli, and Pete Townshend.<br><br>Mark has been featured in Drums ETC., Canadian Musician, and DRUM! magazine and has also been a featured clinician for many different drum festivals including Montreal Drumfest, Musicfest, and PASIC.",,drumeo,The Jazz Exiles,"Yamaha Drums, Paiste Cymbals, Evans Drumheads, Headhunters Sticks",https://www.facebook.com/markkelsodrummer,https://www.instagram.com/markkelsodrums/,,,https://www.youtube.com/channel/UCFdcuh45CQqgqOpBV0vOnvQ
31936,mark-mclean,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills","Pop/Rock, Jazz",Musical Approach To Drumming,"One of the most dynamic and versatile studio and touring drummers, Mark McLean has played with jazz and pop artists whose music and influences span multiple generations.","One of the most dynamic and versatile studio and touring drummers, Mark McLean has played with jazz and pop artists whose music and influences span multiple generations, including Quincy Jones, Gladys Knight, Diana Krall, Glen Campbell, Joe Sample, Andrea Bocelli, and The Backstreet Boys. But in an industry that often prefers labeling, Mark says, “I don’t want to be seen as a drummer - I want to be known as a musician whose instrument just happens to be the drums”. And that’s exactly what he is.",,drumeo,"George Michael, Gladys Knight, Joe Sample, Jamie Cullum, Andy Bey, Molly Johnson, Peter Cincotti, Andrea Bocelli, Serena Ryder, Catherine Russell",,https://www.facebook.com/Mark-McLeans-Playground-150363131648827/,https://www.instagram.com/themarkmclean/?hl=en,https://twitter.com/themarkmclean,,https://www.youtube.com/user/themarkmclean1
31902,matt-garstka,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills, Theory",Pop/Rock,Creating Freedom By Building Systems,"Since graduating from Berklee in 2011, Matt Garstka has joined the band Animals as Leaders and taken the drum world by storm.","Since graduating from Berklee in 2011, Matt Garstka joined the band Animals as Leaders and took the drum world by storm. He was nominated for DRUM! Magazine's Progressive Rock Drummer and Rising Star awards, listed as one of the 10 best prog drummers by Rhythm Magazine, and featured on the cover of Modern Drummer Magazine. Matt received the Progressive Drummer Of The Year award at the 2021 Drumeo Awards.",,drumeo,Animals As Leaders,"DW Drums, Meinl Cymbals, Remo Drumheads, Vic Firth Drumsticks",https://www.facebook.com/matthew.garstka.9,https://www.instagram.com/mattgarstka/?hl=en,,,https://www.youtube.com/user/drummusician
